Ascent Label,Ascent ID,Ascent Link,Ascent Type,Ascent Grade,# Ascents,Route Stars,Route Height,Route Name,Route Grade,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot,Trip Name,Trip ID,Trip Link
Wimmelfriedhof,1278694323,http://www.thecrag.com/ascent/1278694323,Tick,V5,1,***,5m,Wimmelfriedhof,V5,15025171,http://www.thecrag.com/route/15025171,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Hollow Mountain Cave,,,,2017-05-24T00:00:00Z,2017-05-24T12:37:44Z,,,,
808 State,1278692943,http://www.thecrag.com/ascent/1278692943,Tick,V5,1,**,,808 State,V5,120229926,http://www.thecrag.com/route/120229926,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Clicke - 3 Star Buttress,,,,2017-05-24T00:00:00Z,2017-05-24T12:36:42Z,,,,
Coppertone,1278690018,http://www.thecrag.com/ascent/1278690018,Tick,V4,1,**,3m,Coppertone,V4,436233891,http://www.thecrag.com/route/436233891,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Clicke - Coppertone Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:35:11Z,,,,
Good as Gold,1278688653,http://www.thecrag.com/ascent/1278688653,Tick,V2,1,*,4m,Good as Gold,V2,183829401,http://www.thecrag.com/route/183829401,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Lower Clicke - Bad Cliche Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:34:29Z,,,,
Arm and a Leg,1278688632,http://www.thecrag.com/ascent/1278688632,Tick,V4,1,**,4m,Arm and a Leg,V4,183829287,http://www.thecrag.com/route/183829287,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Lower Clicke - Bad Cliche Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:34:28Z,,,,
Faith,1278687852,http://www.thecrag.com/ascent/1278687852,Tick,V3,1,**,3m,Faith,V3,183824733,http://www.thecrag.com/route/183824733,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Right Main - Mandatory Choices Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:33:19Z,,,,
Captain Pugwash,1278686139,http://www.thecrag.com/ascent/1278686139,Tick,V2,1,**,4m,Captain Pugwash,V2,327787002,http://www.thecrag.com/route/327787002,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Left Main - Rocks on Blocks Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:32:34Z,,,,
Out of the Bleau,1278685170,http://www.thecrag.com/ascent/1278685170,Tick,V5,1,***,4m,Out of the Bleau,V5,15020161,http://www.thecrag.com/route/15020161,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Left Main - Font Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:31:30Z,,,,
Lygon St Massacre,1278683907,http://www.thecrag.com/ascent/1278683907,Tick,V3,1,**,3m,Lygon St Massacre,V3,15020665,http://www.thecrag.com/route/15020665,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Left Main - Lygon St Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:30:51Z,,,,
Snap Dragon,1278681783,http://www.thecrag.com/ascent/1278681783,Tick,V3,1,*,7m,Snap Dragon,V3,166774671,http://www.thecrag.com/route/166774671,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Left Main - Shotgun Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:30:08Z,,,,
The Cleaver,1278681762,http://www.thecrag.com/ascent/1278681762,Tick,V3,1,*,3m,The Cleaver,V3,166774617,http://www.thecrag.com/route/166774617,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Left Main - Shotgun Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:30:07Z,,,,
Riding Shotgun,1278680982,http://www.thecrag.com/ascent/1278680982,Tick,V6,1,**,3m,Riding Shotgun,V6,15022771,http://www.thecrag.com/route/15022771,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Left Main - Shotgun Boulder,,,,2017-05-24T00:00:00Z,2017-05-24T12:29:32Z,,,,
A horse is a horse,1278680313,http://www.thecrag.com/ascent/1278680313,Tick,V4,1,**,5m,A horse is a horse,V4,15026419,http://www.thecrag.com/route/15026419,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - The Kindergarten (bouldering),,,,2017-05-24T00:00:00Z,2017-05-24T12:28:14Z,,,,
Epsilon Crack,1278666588,http://www.thecrag.com/ascent/1278666588,Tick,V5,1,***,4m,Epsilon Crack,V5,14984791,http://www.thecrag.com/route/14984791,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Flat Rock - Epsilon Wall Bouldering,,,,2017-05-24T00:00:00Z,2017-05-24T12:13:16Z,,,,
Extra G,1278648210,http://www.thecrag.com/ascent/1278648210,Top rope,21,4,***,18m,Extra G,21,13537411,http://www.thecrag.com/route/13537411,Australia,http://www.thecrag.com/area/11737699,Morialta,http://www.thecrag.com/area/11833411,Morialta - The Boulder Bridge,,,Classic,2017-05-24T00:00:00Z,2017-05-24T12:00:44Z,,,,
Extra G,1278647571,http://www.thecrag.com/ascent/1278647571,Top rope,21,4,***,18m,Extra G,21,13537411,http://www.thecrag.com/route/13537411,Australia,http://www.thecrag.com/area/11737699,Morialta,http://www.thecrag.com/area/11833411,Morialta - The Boulder Bridge,,,Classic,2017-05-24T00:00:00Z,2017-05-24T12:00:14Z,,,,
Peregrine,1278643734,http://www.thecrag.com/ascent/1278643734,Red point,21,1,**,9m,Peregrine,21,13555861,http://www.thecrag.com/route/13555861,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Cave,,,Classic,2017-05-22T00:00:00Z,2017-05-24T11:58:33Z,,,,
Paranoiac Critical Town,1278663429,http://www.thecrag.com/ascent/1278663429,Tick,V3,1,**,4m,Paranoiac Critical Town,V3,143475786,http://www.thecrag.com/route/143475786,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Mt Stapylton Amphitheatre - Trackside Boulders - Amazing Boulder,,,,2017-04-19T00:00:00Z,2017-05-24T12:11:40Z,,,,
The V2 Sit,1278663408,http://www.thecrag.com/ascent/1278663408,Tick,V2,1,*,4m,The V2 Sit,V2,17613013,http://www.thecrag.com/route/17613013,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Mt Stapylton Amphitheatre - Trackside Boulders - Amazing Boulder,,,,2017-04-19T00:00:00Z,2017-05-24T12:11:39Z,,,,
Pimply Pinches,1278651606,http://www.thecrag.com/ascent/1278651606,Tick,V2,1,*,3m,Pimply Pinches,V2,999172299,http://www.thecrag.com/route/999172299,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - Halls Gap Area - Southern Wonderland Range - Sundial Peak - The Bleachers - Slappers Boulder,,,,2017-04-19T00:00:00Z,2017-05-24T12:03:49Z,,,,
High & Mighty,1278651627,http://www.thecrag.com/ascent/1278651627,Tick,V1,1,*,3m,High & Mighty,V1,999172422,http://www.thecrag.com/route/999172422,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - Halls Gap Area - Southern Wonderland Range - Sundial Peak - The Bleachers - Slappers Boulder,,,,2017-04-19T00:00:00Z,2017-05-24T12:03:49Z,,,,
Slappers Arete,1278651585,http://www.thecrag.com/ascent/1278651585,Tick,V4,1,**,3m,Slappers Arete,V4,999172176,http://www.thecrag.com/route/999172176,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - Halls Gap Area - Southern Wonderland Range - Sundial Peak - The Bleachers - Slappers Boulder,,,,2017-04-19T00:00:00Z,2017-05-24T12:03:48Z,,,,
Benelli's Standup,1005207789,http://www.thecrag.com/ascent/1005207789,Tick,V5,1,*,2m,Benelli's Standup,V5,13560523,http://www.thecrag.com/route/13560523,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Very Good,2016-10-27T00:00:00Z,2016-10-27T10:33:10Z,,,,
The Fish,1004493708,http://www.thecrag.com/ascent/1004493708,Tick,V3,1,*,4m,The Fish,V3,13559425,http://www.thecrag.com/route/13559425,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Good,2016-10-25T00:00:00Z,2016-10-25T12:22:57Z,,,,
Catch Mahi,1004493720,http://www.thecrag.com/ascent/1004493720,Tick,V3,1,**,3m,Catch Mahi,V3,444141438,http://www.thecrag.com/route/444141438,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Very Good,2016-10-25T00:00:00Z,2016-10-25T12:22:57Z,,,,
Faith,1004493732,http://www.thecrag.com/ascent/1004493732,Tick,V3,1,*,3m,Faith,V3,444014670,http://www.thecrag.com/route/444014670,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Very Good,2016-10-25T00:00:00Z,2016-10-25T12:22:57Z,,,,
Chocolate,1004493744,http://www.thecrag.com/ascent/1004493744,Tick,V2,1,**,2m,Chocolate,V2,13559785,http://www.thecrag.com/route/13559785,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Classic,2016-10-25T00:00:00Z,2016-10-25T12:22:57Z,,,,
Shout,1004493756,http://www.thecrag.com/ascent/1004493756,Tick,V4,1,**,2m,Shout,V4,13560361,http://www.thecrag.com/route/13560361,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Very Good,2016-10-25T00:00:00Z,2016-10-25T12:22:57Z,,,,
Fat Neck,1004493687,http://www.thecrag.com/ascent/1004493687,Tick,V1,1,*,3m,Fat Neck,V1,13559377,http://www.thecrag.com/route/13559377,Australia,http://www.thecrag.com/area/11737699,Norton Summit,http://www.thecrag.com/area/11833435,Norton Summit - The Bachelor Pad,,,Good,2016-10-25T00:00:00Z,2016-10-25T12:22:56Z,,,,
Muesli,960986241,http://www.thecrag.com/ascent/960986241,Top rope,16,2,***,18m,Muesli,16,13537267,http://www.thecrag.com/route/13537267,Australia,http://www.thecrag.com/area/11737699,Morialta,http://www.thecrag.com/area/11833411,Morialta - The Boulder Bridge,Bill Mansfield,,,2016-08-18T00:00:00Z,2016-08-18T11:26:29Z,,,,
Extra G,960986274,http://www.thecrag.com/ascent/960986274,Top rope,21,4,***,18m,Extra G,21,13537411,http://www.thecrag.com/route/13537411,Australia,http://www.thecrag.com/area/11737699,Morialta,http://www.thecrag.com/area/11833411,Morialta - The Boulder Bridge,Bill Mansfield,,,2016-08-18T00:00:00Z,2016-08-18T11:26:29Z,,,,
Brainrack,960986298,http://www.thecrag.com/ascent/960986298,Top rope,18,1,**,19m,Brainrack,18 R,13538773,http://www.thecrag.com/route/13538773,Australia,http://www.thecrag.com/area/11737699,Morialta,http://www.thecrag.com/area/11833411,Morialta - The Boulder Bridge,Bill Mansfield,,,2016-08-18T00:00:00Z,2016-08-18T11:26:29Z,,,,
Plexas,960986322,http://www.thecrag.com/ascent/960986322,Top rope,16,2,**,18m,Plexas,16,13538911,http://www.thecrag.com/route/13538911,Australia,http://www.thecrag.com/area/11737699,Morialta,http://www.thecrag.com/area/11833411,Morialta - The Boulder Bridge,Bill Mansfield,,,2016-08-18T00:00:00Z,2016-08-18T11:26:29Z,,,,
Lokomotiv,960742479,http://www.thecrag.com/ascent/960742479,Hang dog,21,1,**,25m,Lokomotiv,22,129554880,http://www.thecrag.com/route/129554880,Australia,http://www.thecrag.com/area/11737699,Onkaparinga,http://www.thecrag.com/area/11833459,Onkaparinga - Red Cliff,,,,2016-08-14T00:00:00Z,2016-08-18T01:41:30Z,,,,
The Hat,960741915,http://www.thecrag.com/ascent/960741915,Onsight,22,1,**,25m,The Hat,22,502572105,http://www.thecrag.com/route/502572105,Australia,http://www.thecrag.com/area/11737699,Onkaparinga,http://www.thecrag.com/area/11833459,Onkaparinga - Red Cliff,,,,2016-08-14T00:00:00Z,2016-08-18T01:39:38Z,,,,
Stiletto,960740424,http://www.thecrag.com/ascent/960740424,Onsight,18,1,**,20m,Stiletto,18,130410126,http://www.thecrag.com/route/130410126,Australia,http://www.thecrag.com/area/11737699,Onkaparinga,http://www.thecrag.com/area/11833459,Onkaparinga - Red Cliff,,,Very Good,2016-08-14T00:00:00Z,2016-08-18T01:37:08Z,,,,
Curtain Call,960979227,http://www.thecrag.com/ascent/960979227,Tick,V3,1,*,2m,Curtain Call,V3,14984647,http://www.thecrag.com/route/14984647,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Flat Rock - Epsilon Wall Bouldering,,,,2016-04-18T00:00:00Z,2016-08-18T11:10:07Z,,,,
Sydney Highrise,960965586,http://www.thecrag.com/ascent/960965586,Tick,V3,1,**,5m,Sydney Highrise,V0,16090413,http://www.thecrag.com/route/16090413,Australia,http://www.thecrag.com/area/11737699,Grampians,http://www.thecrag.com/area/11740939,Grampians - North Grampians - Hollow Mountain (N & NE side of Mt. Stapylton) - Andersens - Lower Clicke - Sydney Highrise Boulder,Bill Mansfield,,,2016-04-18T00:00:00Z,2016-08-18T10:53:48Z,,,,
